线路6,20150104,06,1279
线路11,20150104,06,1689
线路6,20150104,07,3446
线路11,20150104,07,4680
线路6,20150104,08,3867
线路11,20150104,08,5475
线路6,20150104,09,2571
线路11,20150104,09,3978
线路6,20150104,10,1921
线路11,20150104,10,3046
线路6,20150104,11,1721
线路11,20150104,11,2451
线路6,20150104,12,1625
线路11,20150104,12,1985
线路6,20150104,13,1724
线路11,20150104,13,2199
线路6,20150104,14,1905
线路11,20150104,14,2348
线路6,20150104,15,2009
线路11,20150104,15,2555
线路6,20150104,16,2274
线路11,20150104,16,3167
线路6,20150104,17,3100
线路11,20150104,17,4105
线路6,20150104,18,3049
线路11,20150104,18,4109
线路6,20150104,19,1615
线路11,20150104,19,2155
线路6,20150104,20,1299
线路11,20150104,20,1596
线路6,20150104,21,1127
线路11,20150104,21,1536
线路6,20150105,06,1263
线路11,20150105,06,1702
线路6,20150105,07,3483
线路11,20150105,07,4746
线路6,20150105,08,3849
线路11,20150105,08,5481
线路6,20150105,09,2492
线路11,20150105,09,3830
线路6,20150105,10,1820
线路11,20150105,10,2958
线路6,20150105,11,1575
线路11,20150105,11,2318
线路6,20150105,12,1510
线路11,20150105,12,1926
线路6,20150105,13,1597
线路11,20150105,13,2139
线路6,20150105,14,1711
线路11,20150105,14,2321
线路6,20150105,15,1813
线路11,20150105,15,2531
线路6,20150105,16,2222
线路11,20150105,16,3156
线路6,20150105,17,2985
线路11,20150105,17,4091
线路6,20150105,18,2962
线路11,20150105,18,4096
线路6,20150105,19,1554
线路11,20150105,19,2082
线路6,20150105,20,1194
线路11,20150105,20,1561
线路6,20150105,21,1073
线路11,20150105,21,1501
线路6,20150106,06,1257
线路11,20150106,06,1639
线路6,20150106,07,3433
线路11,20150106,07,4646
线路6,20150106,08,3813
线路11,20150106,08,5346
线路6,20150106,09,2518
线路11,20150106,09,3724
线路6,20150106,10,1899
线路11,20150106,10,2936
线路6,20150106,11,1670
线路11,20150106,11,2319
线路6,20150106,12,1573
线路11,20150106,12,1938
线路6,20150106,13,1672
线路11,20150106,13,2152
线路6,20150106,14,1865
线路11,20150106,14,2301
线路6,20150106,15,1972
线路11,20150106,15,2506
线路6,20150106,16,2254
线路11,20150106,16,3151
线路6,20150106,17,3060
线路11,20150106,17,4089
线路6,20150106,18,2993
线路11,20150106,18,4094
线路6,20150106,19,1565
线路11,20150106,19,2110
线路6,20150106,20,1225
线路11,20150106,20,1590
线路6,20150106,21,1049
线路11,20150106,21,1531
线路6,20150107,06,1196
线路11,20150107,06,1618
线路6,20150107,07,3424
线路11,20150107,07,4623
线路6,20150107,08,3854
线路11,20150107,08,5475
线路6,20150107,09,2562
线路11,20150107,09,3959
线路6,20150107,10,1928
线路11,20150107,10,3031
线路6,20150107,11,1711
线路11,20150107,11,2429
线路6,20150107,12,1615
线路11,20150107,12,1974
线路6,20150107,13,1730
线路11,20150107,13,2188
线路6,20150107,14,1894
线路11,20150107,14,2337
线路6,20150107,15,2012
线路11,20150107,15,2542
线路6,20150107,16,2263
线路11,20150107,16,3156
线路6,20150107,17,3089
线路11,20150107,17,4084
线路6,20150107,18,3038
线路11,20150107,18,4088
线路6,20150107,19,1583
线路11,20150107,19,2144
线路6,20150107,20,1184
线路11,20150107,20,1581
线路6,20150107,21,1037
线路11,20150107,21,1521
线路6,20150101,06,571
线路11,20150101,06,778
线路6,20150101,07,1464
线路11,20150101,07,2208
线路6,20150101,08,2048
线路11,20150101,08,3575
线路6,20150101,09,2059
线路11,20150101,09,3581
线路6,20150101,10,1984
线路11,20150101,10,3302
线路6,20150101,11,1919
线路11,20150101,11,3023
线路6,20150101,12,1949
线路11,20150101,12,2870
线路6,20150101,13,2045
线路11,20150101,13,2983
线路6,20150101,14,2152
线路11,20150101,14,2983
线路6,20150101,15,2152
线路11,20150101,15,2955
线路6,20150101,16,2153
线路11,20150101,16,2960
线路6,20150101,17,2237
线路11,20150101,17,3137
线路6,20150101,18,2170
线路11,20150101,18,2812
线路6,20150101,19,1476
线路11,20150101,19,1945
线路6,20150101,20,1351
线路11,20150101,20,1879
线路6,20150101,21,1132
线路11,20150101,21,1618
线路6,20150102,06,571
线路11,20150102,06,776
线路6,20150102,07,1464
线路11,20150102,07,2204
线路6,20150102,08,2048
线路11,20150102,08,3566
线路6,20150102,09,2059
线路11,20150102,09,3573
线路6,20150102,10,1984
线路11,20150102,10,3256
线路6,20150102,11,1909
线路11,20150102,11,2972
线路6,20150102,12,1932
线路11,20150102,12,2823
线路6,20150102,13,2039
线路11,20150102,13,2937
线路6,20150102,14,2132
线路11,20150102,14,2937
线路6,20150102,15,2132
线路11,20150102,15,2909
线路6,20150102,16,2133
线路11,20150102,16,2914
线路6,20150102,17,2217
线路11,20150102,17,3129
线路6,20150102,18,2150
线路11,20150102,18,2802
线路6,20150102,19,1464
线路11,20150102,19,1945
线路6,20150102,20,1340
线路11,20150102,20,1879
线路6,20150102,21,1121
线路11,20150102,21,1618
线路6,20150103,06,571
线路11,20150103,06,808
线路6,20150103,07,1464
线路11,20150103,07,2201
线路6,20150103,08,2048
线路11,20150103,08,3563
