2014080106,1639
2014080107,4108
2014080108,5189
2014080109,3799
2014080110,2872
2014080111,2216
2014080112,1722
2014080113,1899
2014080114,2070
2014080115,2272
2014080116,2434
2014080117,3842
2014080118,3954
2014080119,2430
2014080120,2156
2014080121,1956
2014080206,1351
2014080207,2440
2014080208,3662
2014080209,3455
2014080210,2997
2014080211,2584
2014080212,2219
2014080213,2245
2014080214,2404
2014080215,2335
2014080216,2317
2014080217,2842
2014080218,2196
2014080219,1741
2014080220,2019
2014080221,1960
2014080306,1029
2014080307,2006
2014080308,2874
2014080309,3107
2014080310,2799
2014080311,2301
2014080312,1893
2014080313,2317
2014080314,2480
2014080315,2230
2014080316,2358
2014080317,2608
2014080318,2463
2014080319,2121
2014080320,2003
2014080321,1810
2014080406,1730
2014080407,4648
2014080408,5646
2014080409,3837
2014080410,2941
2014080411,2346
2014080412,1903
2014080413,1945
2014080414,2186
2014080415,2293
2014080416,2323
2014080417,3943
2014080418,4230
2014080419,2477
2014080420,1720
2014080421,1593
2014080506,1548
2014080507,4439
2014080508,5772
2014080509,3817
2014080510,2838
2014080511,2222
2014080512,1479
2014080513,2044
2014080514,2261
2014080515,2009
2014080516,2405
2014080517,3768
2014080518,4059
2014080519,2538
2014080520,1420
2014080521,1360
2014080606,1297
2014080607,4145
2014080608,5143
2014080609,3766
2014080610,2749
2014080611,2022
2014080612,1703
2014080613,1966
2014080614,2145
2014080615,2098
2014080616,2281
2014080617,3494
2014080618,3841
2014080619,2356
2014080620,1438
2014080621,1282
2014080706,1373
2014080707,3986
2014080708,4977
2014080709,3705
2014080710,2874
2014080711,1882
2014080712,1731
2014080713,1827
2014080714,1477
2014080715,1987
2014080716,2170
2014080717,3417
2014080718,3725
2014080719,2002
2014080720,1577
2014080721,1419
2014080806,1576
2014080807,4513
2014080808,5096
2014080809,3750
2014080810,3023
2014080811,2316
2014080812,1920
2014080813,2329
2014080814,2310
2014080815,2189
2014080816,2569
2014080817,3629
2014080818,3963
2014080819,2588
2014080820,1911
2014080821,1758
2014080906,1156
2014080907,2504
2014080908,3688
2014080909,3419
2014080910,2837
2014080911,2287
2014080912,2187
2014080913,2283
2014080914,2232
2014080915,1856
2014080916,2042
2014080917,2805
2014080918,2872
2014080919,1993
2014080920,1451
2014080921,1256
2014081006,1026
2014081007,2141
2014081008,2907
2014081009,3362
2014081010,2948
2014081011,2597
2014081012,2046
2014081013,2472
2014081014,2461
2014081015,2332
2014081016,2524
2014081017,2718
2014081018,2100
2014081019,2060
2014081020,1664
2014081021,1431
2014081319,1
2014081321,4
2014081406,1500
2014081407,4137
2014081408,5576
2014081409,3797
2014081410,2944
2014081411,2613
2014081412,1704
2014081413,2176
2014081414,2410
2014081415,2425
2014081416,2819
2014081417,3723
2014081418,4505
2014081419,2469
2014081420,1817
2014081421,1669
2014081506,161
2014081507,171
2014081508,376
2014081509,195
2014081510,110
2014081511,87
2014081512,83
2014081513,80
2014081514,47
2014081515,69
2014081516,39
2014081517,103
2014081518,127
2014081519,90
2014081520,59
2014081521,92
2014081606,1308
2014081607,2957
2014081608,4090
2014081609,3761
2014081610,3197
2014081611,2614
2014081612,2190
2014081613,2666
2014081614,2680
2014081615,2510
2014081616,2471
