2014080106,1003
2014080107,3303
2014080108,4109
2014080109,2707
2014080110,2003
2014080111,1579
2014080112,1554
2014080113,1678
2014080114,1858
2014080115,1862
2014080116,1892
2014080117,2863
2014080118,3159
2014080119,1914
2014080120,1537
2014080121,1228
2014080206,942
2014080207,1945
2014080208,2739
2014080209,2530
2014080210,1934
2014080211,1528
2014080212,1608
2014080213,1507
2014080214,1604
2014080215,1577
2014080216,1810
2014080217,2376
2014080218,1705
2014080219,1167
2014080220,1476
2014080221,1354
2014080306,859
2014080307,1483
2014080308,2186
2014080309,1767
2014080310,1688
2014080311,1565
2014080312,1446
2014080313,1642
2014080314,1858
2014080315,1617
2014080316,1912
2014080317,2093
2014080318,1989
2014080319,1494
2014080320,1472
2014080321,1193
2014080406,1405
2014080407,3719
2014080408,4422
2014080409,2514
2014080410,1779
2014080411,1559
2014080412,1464
2014080413,1664
2014080414,1649
2014080415,1933
2014080416,1669
2014080417,2763
2014080418,3012
2014080419,1571
2014080420,1543
2014080421,1063
2014080506,1009
2014080507,3071
2014080508,4271
2014080509,2215
2014080510,1663
2014080511,1544
2014080512,1334
2014080513,1499
2014080514,1624
2014080515,1629
2014080516,1781
2014080517,2587
2014080518,2857
2014080519,1792
2014080520,1085
2014080521,953
2014080606,979
2014080607,2888
2014080608,4055
2014080609,2535
2014080610,1901
2014080611,1682
2014080612,1667
2014080613,1576
2014080614,1988
2014080615,2041
2014080616,1957
2014080617,2854
2014080618,2982
2014080619,1833
2014080620,1388
2014080621,1156
2014080706,1068
2014080707,3205
2014080708,4110
2014080709,2878
2014080710,2246
2014080711,1698
2014080712,1563
2014080713,1519
2014080714,1428
2014080715,1657
2014080716,1814
2014080717,2830
2014080718,2984
2014080719,1997
2014080720,1345
2014080721,1033
2014080806,1078
2014080807,3259
2014080808,3899
2014080809,2730
2014080810,1991
2014080811,1759
2014080812,1631
2014080813,1805
2014080814,1867
2014080815,1883
2014080816,2164
2014080817,2818
2014080818,3177
2014080819,2111
2014080820,1274
2014080821,1389
2014080906,926
2014080907,1897
2014080908,2756
2014080909,2477
2014080910,1992
2014080911,1618
2014080912,1581
2014080913,1585
2014080914,1562
2014080915,1534
2014080916,1577
2014080917,1809
2014080918,1989
2014080919,1128
2014080920,1012
2014080921,976
2014081006,704
2014081007,1503
2014081008,2158
2014081009,2122
2014081010,2104
2014081011,1771
2014081012,1750
2014081013,1647
2014081014,1807
2014081015,1746
2014081016,1787
2014081017,2068
2014081018,1658
2014081019,1683
2014081020,1506
2014081021,1168
2014081306,44
2014081307,52
2014081308,96
2014081309,68
2014081310,39
2014081311,47
2014081312,40
2014081313,22
2014081314,6
2014081321,4
2014081406,1019
2014081407,3434
2014081408,4018
2014081409,2289
2014081410,1910
2014081411,1895
2014081412,1416
2014081413,1485
2014081414,1827
2014081415,1817
2014081416,2071
2014081417,2705
2014081418,3122
2014081419,1848
2014081420,1290
2014081421,1008
2014081521,14
2014081606,880
2014081607,1943
2014081608,2699
2014081609,2342
2014081610,1867
2014081611,1653
2014081612,1548
2014081613,1806
2014081614,1883
2014081615,1801
2014081616,1814
2014081617,2279
2014081618,1826
2014081619,1631
2014081620,1460
2014081621,1232
2014081706,833
2014081707,1692
2014081708,2312
2014081709,2333
2014081710,1965
2014081711,1806
2014081712,1556
2014081713,1707
2014081714,1935
2014081715,1805
2014081716,1834
2014081717,2056
2014081718,2128
2014081719,1385
2014081720,1474
2014081721,1243
2014081807,39
2014081906,1078
2014081907,3619
2014081908,4331
2014081909,2615
2014081910,1824
2014081911,1651
2014081912,1460
2014081913,1279
2014081914,1222
2014081915,1774
2014081916,1779
2014081917,2104
2014081918,3008
2014081919,2091
2014081920,1609
2014081921,1545
2014082006,991
2014082007,2901
2014082008,3242
2014082009,2576
2014082010,1383
2014082011,1272
2014082012,1049
2014082013,1021
2014082014,1203
2014082015,1382
2014082016,1721
2014082017,2421
2014082018,2799
2014082019,1526
2014082020,1105
2014082021,929
2014082106,884
2014082107,2821
2014082108,4008
2014082109,2541
2014082110,1931
2014082111,1743
2014082112,1462
2014082113,1275
2014082114,1357
2014082115,1355
2014082116,1785
2014082117,2553
2014082118,2352
2014082119,1341
2014082120,955
2014082121,991
2014082206,1034
2014082207,3093
2014082208,3922
2014082209,2565
2014082210,2075
2014082211,1633
2014082212,1153
2014082213,1719
2014082214,1980
2014082215,2065
2014082216,1716
2014082217,2788
2014082218,3231
2014082219,1900
2014082220,1498
2014082221,1351
2014082306,897
2014082307,2060
2014082308,3125
2014082309,2565
2014082310,2082
2014082311,1749
2014082312,1677
2014082313,1956
2014082314,2173
2014082315,2084
2014082316,1892
2014082317,2163
2014082318,2374
2014082319,1644
2014082320,1339
2014082321,1078
2014082406,1065
2014082407,1761
2014082408,2426
2014082409,2331
2014082410,1855
2014082411,1980
2014082412,1483
2014082413,1688
2014082414,1943
2014082415,1907
2014082416,1927
2014082417,2318
2014082418,1965
2014082419,1722
2014082420,1594
2014082421,1284
2014082506,1748
2014082507,3882
2014082508,4622
2014082509,2757
2014082510,2007
2014082511,1849
2014082512,1550
2014082513,1783
2014082514,1878
2014082515,1627
2014082516,2127
2014082517,3009
2014082518,3395
2014082519,2064
2014082520,1498
2014082521,1022
2014082606,1094
2014082607,3397
2014082608,4097
2014082609,3015
2014082610,2157
2014082611,1540
2014082612,1547
2014082613,1736
2014082614,1658
2014082615,1890
2014082616,1913
2014082617,2763
2014082618,3217
2014082619,1763
2014082620,1372
2014082621,1226
2014082706,1349
2014082707,3137
2014082708,4000
2014082709,2606
2014082710,1804
2014082711,1750
2014082712,1201
2014082713,1798
2014082714,1655
2014082715,1923
2014082716,2170
2014082717,3180
2014082718,3026
2014082719,1914
2014082720,1439
2014082721,1055
2014082806,1342
2014082807,3296
2014082808,4426
2014082809,2851
2014082810,2042
2014082811,1889
2014082812,1649
2014082813,1330
2014082814,1446
2014082815,1488
2014082816,1727
2014082817,2591
2014082818,2753
2014082819,1462
2014082820,1250
2014082821,1057
2014082906,1387
2014082907,3095
2014082908,3989
2014082909,2906
2014082910,2112
2014082911,1900
2014082912,1684
2014082913,1614
2014082914,1891
2014082915,1864
2014082916,2111
2014082917,2788
2014082918,2929
2014082919,1862
2014082920,1327
2014082921,1032
2014083006,1180
2014083007,2270
2014083008,3060
2014083009,2641
2014083010,2005
2014083011,1956
2014083012,1666
2014083013,1953
2014083014,1935
2014083015,1711
2014083016,1997
2014083017,2446
2014083018,2333
2014083019,1739
2014083020,1533
2014083021,1138
2014083106,778
2014083107,1681
2014083108,2336
2014083109,2336
2014083110,2097
2014083111,1985
2014083112,1709
2014083113,1654
2014083114,2110
2014083115,2002
2014083116,2169
2014083117,2077
2014083118,2030
2014083119,1516
2014083120,1301
2014083121,926
2014090106,1726
2014090107,4164
2014090108,4257
2014090109,2705
2014090110,2285
2014090111,1737
2014090112,1603
2014090113,1596
2014090114,1761
2014090115,1926
2014090116,2425
2014090117,3127
2014090118,3414
2014090119,1568
2014090120,1411
2014090121,1164
2014090206,1804
2014090207,4151
2014090208,4170
2014090209,2813
2014090210,1955
2014090211,1608
2014090212,1429
2014090213,1579
2014090214,1899
2014090215,2055
2014090216,2329
2014090217,3374
2014090218,3385
2014090219,1778
2014090220,1374
2014090221,1177
2014090306,1612
2014090307,4120
2014090308,4566
2014090309,2860
2014090310,2155
2014090311,1698
2014090312,1483
2014090313,1731
2014090314,1756
2014090315,1990
2014090316,2507
2014090317,3083
2014090318,3444
2014090319,1853
2014090320,1369
2014090321,1100
2014090406,1735
2014090407,4013
2014090408,4141
2014090409,2657
2014090410,2220
2014090411,1899
2014090412,1400
2014090413,1807
2014090414,1915
2014090415,1978
2014090416,2363
2014090417,3572
2014090418,3374
2014090419,2096
2014090420,1618
2014090421,1210
2014090506,1748
2014090507,3790
2014090508,4371
2014090509,2890
2014090510,1788
2014090511,1597
2014090512,1507
2014090513,1720
2014090514,1897
2014090515,2031
2014090516,2498
2014090517,3011
2014090518,3167
2014090519,2040
2014090520,1836
2014090521,1325
2014090606,962
2014090607,1930
2014090608,2925
2014090609,2955
2014090610,2395
2014090611,1988
2014090612,1667
2014090613,1977
2014090614,1841
2014090615,1846
2014090616,1755
2014090617,2067
2014090618,1989
2014090619,1307
2014090620,1428
2014090621,1118
2014090706,757
2014090707,1663
2014090708,2034
2014090709,2652
2014090710,2264
2014090711,1814
2014090712,1759
2014090713,1868
2014090714,1961
2014090715,1865
2014090716,1798
2014090717,2018
2014090718,1709
2014090719,1327
2014090720,1581
2014090721,1219
2014090806,678
2014090807,1248
2014090808,1557
2014090809,1803
2014090810,1850
2014090811,1368
2014090812,1206
2014090813,1433
2014090814,1993
2014090815,1917
2014090816,1891
2014090817,2056
2014090818,1504
2014090819,1647
2014090820,1751
2014090821,1466
2014090906,1722
2014090907,3725
2014090908,4192
2014090909,2440
2014090910,2130
2014090911,1726
2014090912,1642
2014090913,1867
2014090914,1756
2014090915,1800
2014090916,2325
2014090917,2938
2014090918,3143
2014090919,1803
2014090920,1403
2014090921,1066
2014091006,1559
2014091007,3951
2014091008,4461
2014091009,2914
2014091010,1951
2014091011,1817
2014091012,1686
2014091013,1508
2014091014,1941
2014091015,2011
2014091016,2514
2014091017,3609
2014091018,3501
2014091019,1870
2014091020,1471
2014091021,1222
2014091106,1674
2014091107,3618
2014091108,4229
2014091109,2496
2014091110,1926
2014091111,1691
2014091112,1501
2014091113,1581
2014091114,1990
2014091115,1784
2014091116,2113
2014091117,3130
2014091118,3191
2014091119,1866
2014091120,1511
2014091121,1181
2014091206,1977
2014091207,4287
2014091208,4775
2014091209,2881
2014091210,1988
2014091211,1962
2014091212,1788
2014091213,1869
2014091214,1982
2014091215,2056
2014091216,2541
2014091217,3358
2014091218,3646
2014091219,1915
2014091220,1578
2014091221,1352
2014091306,1100
2014091307,2184
2014091308,3023
2014091309,2687
2014091310,2232
2014091311,2075
2014091312,1933
2014091313,1688
2014091314,2047
2014091315,2096
2014091316,2241
2014091317,2491
2014091318,2183
2014091319,1593
2014091320,1310
2014091321,1082
2014091406,995
2014091407,1714
2014091408,2318
2014091409,2581
2014091410,2220
2014091411,1761
2014091412,1967
2014091413,1962
2014091414,1960
2014091415,2073
2014091416,2152
2014091417,2158
2014091418,2264
2014091419,1712
2014091420,1367
2014091421,1109
2014091506,1726
2014091507,4422
2014091508,4666
2014091509,2969
2014091510,2071
2014091511,1777
2014091512,1319
2014091513,1532
2014091514,1621
2014091515,1873
2014091516,2544
2014091517,3540
2014091518,2875
2014091519,1821
2014091520,1234
2014091521,971
2014091606,1677
2014091607,4426
2014091608,4350
2014091609,2728
2014091610,1695
2014091611,1432
2014091612,1339
2014091613,1414
2014091614,1664
2014091615,1679
2014091616,2234
2014091617,3168
2014091618,3025
2014091619,1619
2014091620,1106
2014091621,1021
2014091706,1644
2014091707,3928
2014091708,4708
2014091709,2774
2014091710,1730
2014091711,1511
2014091712,1304
2014091713,1599
2014091714,1746
2014091715,1985
2014091716,2310
2014091717,3186
2014091718,3250
2014091719,1834
2014091720,1308
2014091721,1106
2014091806,1370
2014091807,3698
2014091808,4115
2014091809,2626
2014091810,1938
2014091811,1580
2014091812,1351
2014091813,1575
2014091814,1883
2014091815,1568
2014091816,2089
2014091817,3028
2014091818,3118
2014091819,1673
2014091820,1020
2014091821,953
2014091906,1687
2014091907,3747
2014091908,3975
2014091909,2455
2014091910,1823
2014091911,1545
2014091912,1300
2014091913,1541
2014091914,1520
2014091915,1674
2014091916,2119
2014091917,2808
2014091918,2961
2014091919,1990
2014091920,1431
2014091921,1182
2014092006,791
2014092007,1916
2014092008,2911
2014092009,2453
2014092010,1932
2014092011,1696
2014092012,1695
2014092013,1744
2014092014,1668
2014092015,1834
2014092016,2014
2014092017,2105
2014092018,2096
2014092019,1420
2014092020,1113
2014092021,1053
2014092106,534
2014092107,1354
2014092108,2195
2014092109,2312
2014092110,1838
2014092111,1703
2014092112,1806
2014092113,1759
2014092114,2140
2014092115,2138
2014092116,1974
2014092117,2233
2014092118,1974
2014092119,1656
2014092120,1295
2014092121,956
2014092206,1289
2014092207,3601
2014092208,4346
2014092209,2534
2014092210,1860
2014092211,1497
2014092212,1405
2014092213,1374
2014092214,1939
2014092215,1894
2014092216,2430
2014092217,3063
2014092218,3144
2014092219,1708
2014092220,1202
2014092221,924
2014092306,1519
2014092307,3660
2014092308,3800
2014092309,2456
2014092310,1776
2014092311,1456
2014092312,1234
2014092313,1410
2014092314,1495
2014092315,1684
2014092316,1890
2014092317,2855
2014092318,2999
2014092319,1613
2014092320,1318
2014092321,1040
2014092406,1620
2014092407,4081
2014092408,4032
2014092409,2624
2014092410,2142
2014092411,1650
2014092412,1516
2014092413,1641
2014092414,1651
2014092415,1864
2014092416,2151
2014092417,2749
2014092418,3132
2014092419,1799
2014092420,1265
2014092421,978
2014092506,1334
2014092507,3790
2014092508,3928
2014092509,2442
2014092510,1964
2014092511,1528
2014092512,1332
2014092513,1659
2014092514,1759
2014092515,1745
2014092516,2249
2014092517,3337
2014092518,2827
2014092519,1859
2014092520,1282
2014092521,1032
2014092606,1467
2014092607,3936
2014092608,4369
2014092609,2580
2014092610,1776
2014092611,1544
2014092612,1472
2014092613,1653
2014092614,1664
2014092615,1897
2014092616,2080
2014092617,3284
2014092618,3095
2014092619,1745
2014092620,1246
2014092621,1092
2014092706,735
2014092707,1903
2014092708,2524
2014092709,2689
2014092710,1981
2014092711,1889
2014092712,1530
2014092713,1737
2014092714,1900
2014092715,1572
2014092716,1713
2014092717,1808
2014092718,1958
2014092719,1425
2014092720,1340
2014092721,948
2014092806,1151
2014092807,3412
2014092808,3528
2014092809,2207
2014092810,1714
2014092811,1311
2014092812,1166
2014092813,1345
2014092814,1438
2014092815,1655
2014092816,2094
2014092817,2897
2014092818,2854
2014092819,1450
2014092820,1049
2014092821,959
2014092906,1236
2014092907,3501
2014092908,3835
2014092909,2300
2014092910,1584
2014092911,1338
2014092912,1059
2014092913,1404
2014092914,1557
2014092915,1627
2014092916,1950
2014092917,2916
2014092918,2911
2014092919,1842
2014092920,1140
2014092921,949
2014093006,916
2014093007,2577
2014093008,3266
2014093009,2212
2014093010,1901
2014093011,1453
2014093012,1291
2014093013,1335
2014093014,1466
2014093015,1583
2014093016,2295
2014093017,3306
2014093018,2712
2014093019,1716
2014093020,1363
2014093021,1112
2014100106,532
2014100107,1375
2014100108,1967
2014100109,2119
2014100110,2112
2014100111,1737
2014100112,1425
2014100113,1509
2014100114,1567
2014100115,1624
2014100116,1582
2014100117,1546
2014100118,1266
2014100119,980
2014100120,1031
2014100121,918
2014100206,621
2014100207,1292
2014100208,1929
2014100209,2061
2014100210,1971
2014100211,1685
2014100212,1636
2014100213,1784
2014100214,1895
2014100215,1787
2014100216,1704
2014100217,1625
2014100218,1455
2014100219,1126
2014100220,1073
2014100221,843
2014100306,523
2014100307,1068
2014100308,1565
2014100309,1763
2014100310,1663
2014100311,1445
2014100312,1076
2014100313,1436
2014100314,1566
2014100315,1458
2014100316,1476
2014100317,1611
2014100318,1535
2014100319,1147
2014100320,858
2014100321,734
2014100406,447
2014100407,1069
2014100408,1368
2014100409,1474
2014100410,1525
2014100411,1120
2014100412,1005
2014100413,1238
2014100414,1365
2014100415,1298
2014100416,1221
2014100417,1370
2014100418,1567
2014100419,1007
2014100420,768
2014100421,683
2014100506,549
2014100507,1138
2014100508,1771
2014100509,1741
2014100510,1342
2014100511,1277
2014100512,1207
2014100513,1347
2014100514,1407
2014100515,1408
2014100516,1484
2014100517,1529
2014100518,1596
2014100519,1326
2014100520,1066
2014100521,899
2014100606,531
2014100607,1441
2014100608,2309
2014100609,1930
2014100610,1598
2014100611,1394
2014100612,1269
2014100613,1457
2014100614,1771
2014100615,1879
2014100616,1863
2014100617,1958
2014100618,1930
2014100619,1474
2014100620,1171
2014100621,957
2014100706,710
2014100707,1433
2014100708,2380
2014100709,2151
2014100710,1871
2014100711,1696
2014100712,1728
2014100713,1701
2014100714,2031
2014100715,2008
2014100716,1957
2014100717,2156
2014100718,1892
2014100719,1327
2014100720,1183
2014100721,832
2014100806,1508
2014100807,3666
2014100808,3751
2014100809,2364
2014100810,1757
2014100811,1470
2014100812,1429
2014100813,1389
2014100814,1625
2014100815,1688
2014100816,1989
2014100817,2966
2014100818,2811
2014100819,1651
2014100820,970
2014100821,901
2014100906,1155
2014100907,3591
2014100908,3449
2014100909,2310
2014100910,1706
2014100911,1263
2014100912,1245
2014100913,1427
2014100914,1503
2014100915,1971
2014100916,2224
2014100917,3161
2014100918,3075
2014100919,1422
2014100920,1308
2014100921,850
2014101006,931
